timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
31125967365,-2,-1,-3,-5,-4,0,10,-1
31125988062,2,-4,-3,0,4,-1,-16,-2
31125988062,-2,2,-4,-4,-4,5,9,-4
31125989773,5,-3,-2,-1,2,-3,-19,2
31125989773,-4,-1,1,-2,1,3,19,-1
31126002315,-6,-2,-1,-5,-11,-6,-8,-4
31126002315,-8,-5,-1,3,2,0,-3,-10
31126009157,-4,2,-1,-5,-4,3,-1,4
31126009157,-5,-2,2,0,1,-4,14,-3
31126025733,3,1,-4,-4,-1,4,-18,7
31126025733,-2,-3,2,3,-3,-1,5,-2
31126027114,-5,-1,-4,-4,0,0,10,0
31126027114,-2,-1,-4,1,-3,-1,-4,1
31126047987,-5,0,1,0,-2,-1,5,-1
31126047987,2,-1,-3,-3,-2,-3,-13,2
31126049642,2,1,-1,-3,-2,1,-1,-3
31126049642,1,-3,1,-2,-1,-2,-5,0
31126061976,5,0,-2,4,-2,0,9,-3
31126061976,2,2,-1,-1,4,-2,-20,1
31126070658,-1,-3,2,3,-4,2,12,0
31126070658,-1,0,-6,-4,-3,-3,-4,-2
31126085759,-3,-4,0,-3,0,-3,-7,-7
31126085759,3,-1,-1,1,-3,4,20,7
31126087154,0,-1,0,-1,4,0,-14,-1
31126087154,-7,1,-2,-4,-6,-3,-5,1
31126107982,0,1,-1,1,2,7,5,1
31126107982,-1,-3,-1,-1,-2,2,-2,-2
31126109532,-3,-1,3,1,-3,-8,-10,-4
31126109532,-1,-3,-1,0,-1,2,-2,-3
31126121748,-8,-3,-4,-1,-3,1,-2,-12
31126121748,-1,-3,1,-1,2,-5,0,14
31126130736,12,3,1,-2,0,1,-4,-4
31126130736,-7,-2,0,-3,-3,-1,-1,-2
31126145761,1,-1,0,0,2,-2,-3,3
31126145761,-2,1,-2,2,-3,-1,8,-5
31126147110,-4,-1,-3,-3,-3,-2,-7,-1
31126147110,2,0,3,-2,0,-1,9,-1
31126168710,-4,-1,-6,-2,0,-5,-15,-3
31126168710,-7,-1,1,-6,-3,8,5,1
31126170296,-1,-3,-1,-2,0,-2,-16,-3
31126170296,0,-3,-3,1,7,-2,24,-3
31126181641,1,-2,-5,-2,-5,-2,-3,1
31126181641,-3,0,0,3,0,-7,-3,-5
31126190664,-1,2,-3,-2,-3,2,1,-2
31126190664,-2,-1,1,0,-3,0,-6,0
31126205543,-3,-2,2,-1,0,2,0,-5
31126205543,4,0,-2,4,9,2,-5,5
31126207075,-10,-5,-3,0,-4,0,12,-2
31126207075,5,1,-1,2,-5,-2,-8,-4
31126228233,-2,-1,-2,-2,3,1,23,3
31126228233,-2,-3,-1,2,-4,-2,-10,-8
31126229773,-2,-1,0,0,-1,-3,2,1
31126229773,-4,-4,0,-4,0,1,-14,-2
31126241682,0,2,0,-3,0,-3,7,1
31126241682,-1,-3,-7,-2,-6,2,12,-4
31126250698,-1,2,-2,-2,6,-1,-14,-4
31126250698,10,0,-3,1,-3,0,-6,8
31126265542,0,-2,0,-4,-2,0,-9,1
31126265542,1,-2,-3,-2,-7,-5,-5,-4
31126267095,0,-3,-2,1,0,2,1,0
31126267095,-4,0,0,-2,-1,-2,-12,-3
31126287968,-4,-1,2,2,0,-4,0,-3
31126287968,-4,0,-1,3,-3,-3,-2,2
31126289587,13,-1,-1,0,1,0,2,1
31126289587,-2,-2,-2,-1,-2,3,-3,2
31126301639,0,-1,-2,-5,-5,3,13,1
31126301639,1,-2,4,3,1,2,-5,-3
31126310540,-3,0,-1,-2,-4,0,20,1
31126310540,1,1,-1,1,2,-2,3,-4
31126325477,-5,-4,1,2,-4,-4,-19,-2
31126325477,0,-3,-3,-16,-2,8,8,1
31126327100,4,1,-2,5,8,7,9,4
31126327100,4,-2,0,0,-5,-2,-8,-3
31126348008,-4,0,0,0,-1,-2,23,0
31126348008,9,2,0,4,-3,-4,-6,-2
31126349528,-4,-2,-3,-3,-3,-4,-11,1
31126349528,-8,-3,-3,-4,0,-1,5,-4
31126361765,4,2,-1,1,2,0,1,1
31126361765,-3,0,0,-5,1,-1,-9,-7
31126370599,-2,-2,1,-1,-1,-5,11,9
31126370599,-2,-2,1,1,-4,1,6,0
31126385675,10,2,-7,-4,-5,-2,-5,-3
31126385675,0,2,0,-1,2,-4,3,0
31126387185,-6,-5,-2,-2,-5,-2,-14,-6
31126387185,-4,2,2,1,3,-3,-7,-4
31126408113,0,-4,-3,0,-1,-1,-4,1
31126408113,-2,-1,2,3,-3,7,-10,5
31126409664,-2,-1,-5,-3,-1,-5,-7,-7
31126409664,-1,1,-1,-1,2,2,-5,-2
31126421808,0,4,2,-2,-1,0,21,2
31126421808,-2,-3,-4,1,0,-8,-16,-3
31126430627,-4,0,0,-2,-2,-3,14,0
31126430627,0,-2,-1,-4,0,3,-7,0
31126445480,-2,0,-1,0,2,2,-15,-5
31126445480,-3,-1,-3,-2,-7,-6,6,-2
31126447177,-5,1,2,-3,0,10,10,1
31126447177,14,1,0,-2,-2,-3,7,5
31126468231,-2,-4,-5,0,1,-2,0,-1
31126468231,-4,1,3,1,1,-4,3,-2
31126469616,6,1,-1,-2,-3,2,-12,-7
31126469616,-6,-3,-3,1,0,-3,-10,0
31126481712,-3,2,-1,0,0,-4,-8,0
31126481712,0,-3,-3,-2,1,1,11,-5
31126490705,-3,-3,-1,-3,-4,4,-24,13
31126490705,-1,1,1,-3,1,3,0,-4
31126505575,-1,-1,2,-1,3,-2,-11,-3
31126505575,4,1,-1,1,0,-1,3,0
31126507173,0,-4,-4,-2,-4,-3,4,-4
31126507173,-4,-2,-1,2,0,-4,-4,-2
31126528005,-1,-1,1,-2,0,0,1,2
31126528005,-6,-1,0,-4,-2,-3,-6,-1
31126529665,-1,0,1,-1,-2,-4,-6,-5
31126529665,-9,-3,-2,2,0,-3,12,-2
31126550713,16,2,0,-3,-1,8,26,4
31126550713,0,1,-2,1,1,-6,-10,-1
31126552235,1,0,3,-1,-3,-4,-13,0
31126552235,-8,-2,-2,-1,-3,-1,1,-8
31126565720,-4,0,2,-2,-5,0,-8,-3
31126565720,2,1,-3,-3,-3,-1,13,3
31126567170,0,0,-1,1,-1,-1,-7,-4
31126567170,-2,0,1,-2,10,-1,-3,1
31126588096,-2,-1,-3,2,-1,0,-3,-2
31126588096,1,-1,-7,-7,-5,-2,-19,-1
31126589655,-6,0,0,4,11,4,20,-10
31126589655,9,0,-4,2,-3,5,-5,6
31126610729,0,-1,-2,-5,0,-5,-2,3
31126610729,-7,-4,0,0,-2,-1,6,-4
31126612172,-1,0,-3,2,-2,-5,-10,-2
31126612172,-1,2,-1,-1,-2,0,4,-2
31126625710,-3,-2,-1,-1,3,0,-13,-3
31126625710,-4,-1,-2,2,0,-2,0,-2
31126627199,8,-1,1,-3,-4,1,13,3
31126627199,3,1,0,2,-2,5,-4,-1
31126648067,-6,-1,2,-1,-6,-6,-1,-1
31126648067,13,5,1,-3,6,1,33,4
31126649648,-3,-1,0,-4,2,4,-3,2
31126649648,7,-2,-2,-1,-4,-4,-2,-1
31126669811,-5,-4,-3,-3,-2,-4,1,-6
31126669811,-1,1,4,-3,-1,-3,-1,1
31126678162,-4,-6,-7,-5,-4,4,-8,-2
31126678162,-4,-3,-2,2,5,-4,-3,0
31126685057,3,0,-3,5,1,3,-1,-2
31126685057,1,1,0,-5,-2,-2,-8,-1
31126691698,4,2,-1,3,-3,-5,-9,1
31126691698,-6,-2,-1,-6,-4,-5,-1,-3
31126708208,-2,-1,2,1,-1,2,4,0
31126708208,-5,-4,-2,2,-1,2,-12,-2
31126709757,1,-2,1,-1,2,-2,8,-2
31126709757,-1,0,-1,-2,2,3,1,-2
31126731009,-5,0,2,-1,-3,3,-2,2
31126731009,4,-3,-2,3,9,4,5,-1
31126732611,-3,0,-2,0,-3,-4,8,0
31126732611,-3,-2,1,0,-2,0,-4,-3
31126745055,0,-2,-1,-4,-1,-1,-8,0
31126745055,-3,-2,-5,-1,-4,-1,-6,-1
31126751868,-3,-1,-2,-3,-2,2,4,0
31126751868,-1,-3,-3,-4,-4,-2,24,1
31126768135,-3,-1,-3,1,4,1,2,-1
31126768135,10,6,3,2,0,1,-15,-1
31126769690,-3,0,0,1,-4,-3,-6,1
31126769690,-1,0,-2,-5,-2,-1,1,-3
31126790623,-4,1,3,0,-1,-4,-5,-2
31126790623,-4,-3,-5,-1,-2,0,5,0
31126792181,-3,0,1,2,0,-3,0,-3
31126792181,1,0,-4,1,-3,-4,-6,-1
31126804896,1,-3,-2,-2,-2,-3,-9,0
31126804896,-5,-2,1,-4,-1,6,6,-1
31126811941,0,0,-2,0,-2,4,9,1
31126811941,1,-1,0,2,-1,-3,33,4
31126828267,11,3,-4,0,-3,-2,-9,-1
31126828267,-4,1,1,-1,-4,-4,-3,-6
31126829743,-3,1,-2,-3,-4,-1,-2,-1
31126829743,-2,0,1,-3,-1,2,-8,1
31126850703,-4,-2,-2,4,0,-5,-2,-4
31126850703,-4,-3,2,3,-2,-4,3,1
31126852213,0,-2,0,-3,-1,8,-10,-3
31126852213,-4,1,1,3,-1,-4,6,0
31126864854,5,3,2,-2,-2,0,-2,-1
31126864854,-5,-2,-1,1,-3,6,-9,1
31126871735,-2,-3,-2,-1,0,-6,14,-2
31126871735,-2,0,-2,-2,-3,-4,-18,-5
31126888179,-4,-3,-2,-4,-2,-4,0,-4
31126888179,-5,-4,-3,-3,-3,-3,10,-1
31126889794,2,0,1,-2,3,-6,-7,-3
31126889794,2,-3,-3,-4,-2,2,-5,2
31126910766,0,0,0,0,0,5,22,4
31126910766,0,-1,-1,2,0,-2,-3,1
31126912227,-2,-2,-1,-1,-1,-5,-6,-2
31126912227,-5,-5,-1,-1,-1,-4,-8,-8
31126924984,2,-1,-3,-2,0,-3,-10,-2
31126924984,-3,-1,-1,-2,-1,-3,2,-2
31126931830,0,3,1,0,-2,-1,8,0
31126931830,-4,-4,-1,0,1,2,-9,1
31126948011,-11,-5,-3,-5,5,-3,-12,-5
31126948011,19,5,0,3,0,3,14,9
31126949784,-7,-1,-2,-2,2,-1,-29,-4
31126949784,2,2,1,2,-1,-4,17,-4
31126970618,-4,-3,-2,-4,-3,-2,-9,-2
31126970618,-6,-4,-3,-3,-1,0,-6,-8
31126972150,-2,-4,0,0,-2,-1,-4,1
31126972150,0,2,-1,-5,-3,-1,-6,1
31126984270,-6,-4,-2,1,3,-1,-2,-4
31126984270,11,5,-1,-1,-5,-5,27,-3
31126993200,3,1,-5,-3,-4,-1,8,5
31126993200,-2,-1,1,1,1,1,-1,-2
31127008279,0,-1,-2,1,-4,0,2,-1
31127008279,-6,-3,1,-3,-4,-5,-16,-1
31127009832,0,-2,0,-2,-1,1,0,-3
31127009832,3,0,-3,-2,1,1,-1,1
31127030554,2,1,3,-2,-1,-2,-10,0
31127030554,-7,-3,-2,-1,-1,-1,-3,-1
31127032372,3,-1,-3,-1,0,4,14,-1
31127032372,3,1,1,2,-1,2,-9,-3
31127044420,2,-2,-4,3,-1,5,10,5
31127044420,-8,-2,-1,-5,0,1,2,-3
31127053190,-1,-1,2,1,-4,-5,-4,0
31127053190,-1,-2,-2,-2,-3,-1,-6,-2
31127068226,-4,-1,-2,-3,0,-1,1,-6
31127068226,-3,-2,-2,-1,0,1,-4,2
31127069712,1,1,-1,2,0,1,-4,-1
31127069712,-2,-1,-3,-7,-3,-3,-10,-1
31127090682,0,0,-2,-1,-5,0,-5,-3
31127090682,-5,1,0,7,6,-2,-7,0
31127092353,-3,0,-2,-3,0,-5,-1,-3
31127092353,-2,-3,-1,1,1,3,-9,-2
31127104401,-2,-3,-3,0,2,3,11,2
31127104401,3,0,1,-1,-2,-1,-1,-3
31127113214,2,-1,0,1,-1,0,-8,2
31127113214,-6,-2,-2,-2,-2,1,0,0
31127128248,1,3,-2,-2,1,-2,-3,0
31127128248,-1,-3,-2,-3,2,-3,-12,-3
31127129608,-2,-1,1,-2,-1,3,9,-1
31127129608,-4,0,-2,-1,-5,-6,-22,0
31127150554,5,-2,2,-1,3,1,0,-3
31127150554,2,1,-1,0,4,5,36,2
31127152111,-4,-4,-3,-2,-3,1,-4,-2
31127152111,-3,1,-3,-3,-2,0,3,2
31127164190,-2,-1,1,-1,-3,-3,-4,-1
31127164190,-3,-2,-1,0,-2,7,0,-3
31127173393,0,-2,0,1,-2,-6,1,-2
31127173393,13,2,1,-3,2,2,7,3
31127188255,-4,-2,1,-1,-7,3,4,-1
31127188255,-1,-2,-1,-2,-2,-1,-14,-1
31127189808,-3,-1,-2,-1,0,-1,-5,-1
31127189808,-2,0,-1,3,0,0,2,-3
31127210706,0,-2,-1,0,-2,-3,-3,0
31127210706,-1,-1,-2,-5,-1,4,-6,-1
31127212102,-1,1,-1,2,0,-2,1,-3
31127212102,-3,-3,1,-3,-2,1,-26,-5
31127224321,-5,-3,0,2,-3,0,18,2
31127224321,5,3,-3,-5,-3,-9,-15,-3
31127233137,2,-1,-1,-2,-5,4,9,-2
31127233137,-2,-1,-2,-3,2,-3,-9,-1
31127248085,0,-1,-1,-4,-3,-2,8,-4
31127248085,-2,-4,-4,0,-4,-1,2,1
31127249625,-2,1,-2,-1,3,0,-18,1
31127249625,0,2,-2,-3,-3,2,13,0
31127270773,-2,-1,-1,-2,0,-3,-14,-8
31127270773,-6,-2,1,2,-1,2,10,0
31127272122,8,1,1,-2,-1,-6,8,-1
31127272122,-2,-3,-3,0,5,6,11,-2
31127284380,0,0,-7,-3,1,-6,1,0
31127284380,-3,-4,-1,1,-1,-2,-18,-6
31127293154,-2,-2,-3,0,-2,-3,12,4
31127293154,1,0,1,2,-3,-5,4,-4
31127308072,-3,-1,-3,-2,3,2,-13,0
31127308072,1,-1,2,4,-2,-6,-18,0
31127309613,-6,-2,-2,-3,-4,2,-1,-2
31127309613,1,0,1,1,-1,-2,7,2
31127330568,-2,2,2,-1,3,-1,4,-1
31127330568,-4,-3,-3,-4,-2,-1,-6,0
31127332226,1,-1,0,0,4,-1,1,0
31127332226,-4,-2,-2,-1,0,-1,-7,-1
31127344166,-2,1,-3,0,3,-2,-15,-3
31127344166,3,-1,-2,-2,1,0,14,0
31127353203,-3,0,-2,-6,-1,4,-7,0
31127353203,1,-3,-2,1,0,-4,11,-1
31127368050,0,-1,1,0,0,-1,-11,0
31127368050,5,-1,-2,-1,-3,-2,1,-1
31127369644,-3,-2,0,2,-2,0,-3,-2
31127369644,-9,-3,-1,-1,-3,-7,-6,-3
31127390665,17,2,0,0,1,0,11,3
31127390665,-4,-1,3,3,-1,5,-17,1
31127392110,-3,-4,-2,-2,0,-2,2,-3
31127392110,0,-1,1,-1,-2,-1,-2,-3
31127404251,-5,-2,-2,0,-3,-2,3,-1
31127404251,0,-3,-1,-3,-2,0,-1,-1
31127413235,-2,0,1,1,-2,-3,-19,-3
31127413235,-9,-1,0,2,-2,4,-2,0
31127428334,8,2,-1,-4,-8,4,6,-8
31127428334,0,-1,-2,-1,-1,1,2,11
31127429597,-4,-2,-5,-4,1,-1,7,-3
31127429597,-1,-2,-1,-3,-1,-4,-11,-2
31127449978,-7,-2,-2,-1,-4,-2,4,-2
31127449978,-4,2,-1,-1,1,-1,0,-4
31127450641,-1,-2,2,2,-4,-2,1,1
31127450641,3,0,-3,-6,3,-5,21,2
31127472335,-4,0,0,1,3,-2,-11,0
31127472335,5,-2,-1,-2,-2,0,-11,1
31127473047,1,1,-1,2,1,3,4,-2
31127473047,2,-1,-3,-1,-2,-2,2,0
31127487358,-8,1,0,-4,-6,0,-3,1
31127487358,5,3,0,-2,6,-4,-1,-1
31127488316,-4,-2,-2,-6,-5,-5,-9,-1
31127488316,4,1,1,0,-3,3,-2,0
31127510005,-4,-2,0,0,-3,-3,2,1
31127510005,1,0,-3,-3,-1,-4,16,3
31127510668,-2,2,-2,1,0,-3,-8,-6
31127510668,-1,-2,0,-3,-2,-4,8,0
31127532282,-5,-3,-2,-2,1,-3,-5,2
31127532282,-8,-4,-3,0,1,-2,10,-5
31127533160,1,1,0,-2,-5,1,-18,0
31127533160,3,0,0,1,-1,5,8,1
31127547362,0,-4,-3,-2,0,0,3,0
31127547362,-3,1,0,-1,-3,-1,11,-5
31127548096,2,0,-2,1,0,2,6,8
31127548096,-3,-1,0,-2,-3,-2,-13,-2
31127569881,0,-2,-4,-2,-2,1,10,-1
31127569881,-3,-1,2,1,1,0,-8,-4
31127570770,-5,1,0,2,0,3,-3,-1
31127570770,13,4,0,-1,1,0,-4,0
31127592524,-1,1,-3,1,2,-5,7,5
31127592524,-3,-4,-1,-7,-6,2,-4,-6
31127593106,-1,-1,0,-3,4,0,7,-5
31127593106,-3,-2,-4,0,-2,-1,-11,1
31127607475,1,-1,2,1,-3,-4,-3,-2
31127607475,-4,-3,-1,-1,-1,0,-14,3
31127608173,11,-1,1,-6,4,-1,13,-1
31127608173,-5,1,0,0,-1,4,1,0
31127629934,-1,-3,-1,-3,0,0,0,-4
31127629934,-2,1,-1,0,2,-2,-3,0
31127630599,-2,-3,-5,-4,-4,-1,7,0
31127630599,-2,2,2,2,3,-4,-7,-3
31127652308,-3,-5,-3,-6,-5,2,5,-2
31127652308,5,1,-2,-3,0,-8,-13,-1
31127653106,-3,2,0,2,-3,1,10,1
31127653106,-1,-1,-3,1,-2,-5,7,-2
31127667309,0,1,-2,-2,-3,-1,-6,-1
31127667309,-6,-2,-1,5,-3,1,-3,-2
31127668131,1,-1,-1,-2,-2,-9,9,-1
31127668131,-3,-2,-1,-4,-4,-1,-8,2
31127690019,0,1,2,3,1,-1,-8,0
31127690019,-2,0,-2,-4,-2,-1,3,-5
31127690569,-3,0,-2,3,5,2,-3,6
31127690569,10,-1,1,0,0,-3,10,-2
31127712429,-3,-2,-2,-2,-2,-3,-2,4
31127712429,2,-1,1,0,2,0,-3,-5
31127713267,-4,-3,-1,0,0,-4,-14,-6
31127713267,-7,-3,-2,-2,-3,0,11,1
31127727378,1,1,-1,0,2,2,2,-2
31127727378,-3,-1,-2,-1,-1,-2,-2,2
31127728118,-2,0,-1,-2,-4,0,-12,-3
31127728118,0,-1,-2,0,-2,2,1,2
31127750146,-2,2,7,3,-1,-3,-10,-2
31127750146,2,0,-1,1,1,-2,1,1
31127750578,-5,-6,0,-5,0,0,-6,-3
31127750578,-4,1,-2,-2,-3,-1,-2,-3
31127772314,-2,-2,-1,-2,-1,-2,2,0
31127772314,-1,-1,2,2,5,2,-1,3
31127773300,-1,-2,-5,-3,-6,-6,-5,-2
31127773300,-2,-1,-2,-2,3,3,-5,-2
31127787362,2,-2,-1,1,-4,3,0,1
31127787362,-2,0,0,1,-4,-5,0,-1
31127788209,6,1,2,4,-2,-2,3,-3
31127788209,-10,-2,1,-2,1,-4,-24,-3
31127810019,8,2,-1,-3,-3,2,49,2
31127810019,2,-2,-3,-3,-2,-2,0,-2
31127810621,-2,0,-2,2,-2,-3,-6,2
31127810621,-1,-1,-3,0,9,3,-11,2
31127832427,-4,1,2,0,-3,-1,-7,-4
31127832427,10,-1,-1,-5,-2,-2,10,8
31127833196,-3,-1,-1,-2,-2,-3,3,-2
31127833196,1,-3,-1,-2,-3,-1,-3,-3
31127847368,-1,-3,-2,-1,-1,-1,-9,-3
31127847368,-3,-2,-2,-5,-1,4,5,1
31127848176,-1,0,1,2,-1,-3,-9,-4
31127848176,-1,1,3,3,-3,-3,-8,-1
31127870067,-3,-3,-9,-3,5,-2,-3,-1
31127870067,-5,-1,1,-1,-2,1,-2,-3
31127870609,-1,0,1,2,1,2,-1,2
31127870609,-5,-6,-2,-6,-2,1,4,-4
31127892490,2,2,2,4,-1,0,-6,1
31127892490,-3,-2,0,-6,-2,-3,-13,-4
31127893165,-1,-1,-1,-2,2,0,28,2
31127893165,-3,0,-1,-1,-4,1,15,-2
